Company Name,Company Type,Link,About Us,Affiliations,Website,Social Media 1,Social Media 2,Social Media 3,Address,Advisor & Cert Num,Number of Advisors,Number of Xero Certs,Phone Number
Padgett Toledo,Accountant,https://www.xero.com/advisors/accountant/padgett-toledo-d2d95888dd5b/,"We are dedicated to providing our clients with professional, timely, and comprehensive Accounting, Payroll, and Tax Services.  ; 
    We are committed to maintaining the highest level of integrity and confidentiality while promptly responding to our clients' needs.  
    
    We seek to fully understand our clients' business and personal goals and commit to focus all business advice around helping them achieve and exceed each one.",,http://www.PadgettToledo.com,https://www.facebook.com/pbsnwo,https://www.linkedin.com/in/tom-friedel-cpa-ab71435/,,"135 Chesterfield Lane, Ste 205, Maumee, 43537, Ohio",Padgett Toledo advisors: 17 - Xero certifications: 8,17,8,+1 419-878-7300
Amesto Global,Accountant,https://www.xero.com/advisors/accountant/amesto-global-38131d1b286e/,"Our team of professionals have decades of experience assisting clients navigate their way through the choppy waters of growth and international expansion. With our focus being in North America and Europe, we help companies expand, operate and grow through financial, corporate and advisory services. ; 
    We offer a comprehensive range of Accounting, Payroll, Corporate Secretarial, Advisory, Business Solutions and Corporate Finance services tailored to your company's individual needs. 
    
    Our services are offered through a single point of contact – whether you are expanding your business into a new domestic or international market or need help with existing operations. By partnering with Amesto Global, you reduce risk, control cost and enable your management team to focus on core business objective",,https://www.amesto.global/,,,,"Henry Street, Carlton House - 4th Floor, Limerick, County Limerick",Amesto Global advisors: 8 - Xero certifications: 7,8,7,+353 61574250
M.N.D. Accounting,Accountant,https://www.xero.com/advisors/accountant/mnd-accounting-2a0cb801a516/,"At M.N.D. Accounting we are not your ""average accountants"". It is important to us that you KNOW your numbers and how what you are doing or not doing is affecting your business. ; 
    Accounting includes communication and accountability. A relationship between a business owner and their accounting team is essential for success and growth of the business.",,http://mndaccounting.com,https://www.facebook.com/MNDAccounting,https://www.twitter.com/MNDAccounting,https://www.linkedin.com/company/m.n.d.-accounting,"3472 North Davidson Street, Charlotte, 28205, North Carolina",,,,+1 866-774-9447
Erlyn's Taxes,Accountant,https://www.xero.com/advisors/accountant/erlyns-taxes-e4d471f99363/,"To provide outstanding service to all clients accompanied with a full understanding of their returns, by helping clients to reduce taxes through education by implementing and maintaining customized tax strategies in areas of opportunities by displaying integrity, expert advice, and consistent excellent services.","National Tax & Accountants Association, National Association of Tax Professionals",http://www.erlynstaxes.com,https://www.facebook.com/erlyns.taxes,https://www.twitter.com/ErlynsTaxes,,"2942 Pleasant Hill Road, 2nd Floor, Kissimmee, 34746, Florida",Erlyn's Taxes advisors: 7 - Xero certifications: 7,7,7,+1 407-346-7328
Aclouding.com,Accountant,https://www.xero.com/advisors/accountant/acloudingcom-e54c04a6dd85/,"Aclouding is the systematic online act of recording, reporting & analysing of financial transactions of a business. The person in charge of doing Aclouding is known as an Acloudant. Acloudants are required to follow a set of rules and regulations such as owning a functional internet connection to access cloud software. Acloudants are the new breed of accountants & the next generation of accounting.",CPA Canada,http://aclouding.com,,,,"1176 Bishop, Montreal, H3G 2E3, Quebec",,,,+1 5144009322
Alavita Business Solutions,Accountant,https://www.xero.com/advisors/accountant/alavita-business-solutions-b9bf95b11e45/,"Innovative approach to service: professional, personable, responsive, efficient.; You will know your accounting is handled skillfully.
    Our team are certified Xero advisors with many years of experience.
    We attend to your vision, requirements, and budget.
    Our services promote business insight, organization, flexibility, and agility, freeing up your time and concerns, and saving you money.
    We seek entrepreneurs who want to grow their business and get support to do so.
    We cover eCommerce on multiple platforms, coaches, land investors, service businesses, startups and more.
    See our website and fill out our Let’s Chat form to get started.  Note: Solicitations will not be answered.",,https://www.alavitabusiness.com/,https://www.twitter.com/AlavitaBusiness,http://linkedin.com/company/alavita-business-solutions,,,Alavita Business Solutions advisors: 7 - Xero certifications: 6,7,6,
"Miles Atnip, PLLC",Accountant,https://www.xero.com/advisors/accountant/miles-atnip-pllc-7a7aed18daf2/,Local CPA firm specializing in small businesses.,,http://milesatnip.com,,,,"3325 Aspen Grove Drive, Ste 201, Franklin, 37067, Tennessee",,,,+1 6158296711
"AllCents Consulting, LLC",Accountant,https://www.xero.com/advisors/accountant/allcents-consulting-llc-5a1a0764e432/,"We provide financial game changing services to business committed to growth. We work with our clients to understand their business from the ground up with a focus on streamlining processes so we can focus on analyzing the financial results as well as the hidden data that can truly make a difference, such as deep profit analysis to understand your customers, business forecasting and performance management. ; 
    
    * Integrated all systems (POS, Time Recording and Payroll) to Xero giving them complete visibility on their financials, 24x7 from any device connected to the Internet
    
    * For a restauranteur. we delivered deep financial analysis with benchmarking to identify inadequacies in their business and deliver savings for 2018","Chartered Institute of Management Accountants, Institute of Management Accountants",https://www.allcents.co,https://www.facebook.com/AllCentsbkp,https://www.twitter.com/AllCents,http://www.linkedin.com/in/jackieanthony,,"AllCents Consulting, LLC advisors: 9 - Xero certifications: 6",9,6,
Victoria Haas CPA LLC,Accountant,https://www.xero.com/advisors/accountant/victoria-haas-cpa-llc-ce890c9ad118/,"Victoria Haas CPA, LLC offers a tailored accounting package to fit your business's needs. Packages include everything from financial statement support to full outsourced accounting consisting of bookkeeping, payroll, bill pay, and forecasting/budgeting.  We use cloud-based technology to give business owners greater control of their financial information and more flexibility to manage their business from virtually anywhere. Having the most current financial data available throughout the year allows us to provide effective tax planning and preparation services for all our business owners.",American Institute of CPAs,http://www.vhaascpa.com,,,,"759 North Milwaukee Street, Suite 203, Milwaukee, 53202, Wisconsin",Victoria Haas CPA LLC advisors: 1 - Xero certifications: 6,1,6,+1 414-501-2151
Cherry Hill Advisory,Accountant,https://www.xero.com/advisors/accountant/cherry-hill-advisory-3a836fd0bde4/,"We are ""Big 4"" trained with a diverse skill set. Our service offerings are customized to your needs so that we are adding value where it matters most.",,https://www.cherryhilladvisory.com/,https://www.facebook.com/cherryhilladvisory/,https://www.linkedin.com/company/cherryhilladvisory,,"900 Haddon Avenue, Suite 300-1, Collingswood, 08108, New Jersey",,,,
Strategy First Finance,Accountant,https://www.xero.com/advisors/accountant/strategy-first-finance-5e13cc6673c8/,"At Strategy First Finance, we provide comprehensive accounting and finance solutions tailored to your needs. Our team is dedicated to helping you make informed financial decisions that drive success for your business. We offer various services, including bookkeeping, financial analysis, and strategic consulting.",,https://www.s1finance.com/,,,,"717 North Harwood Street, Dallas, 75201, Texas",Strategy First Finance advisors: 6 - Xero certifications: 6,6,6,+972 4995389
The LBA Group,Accountant,https://www.xero.com/advisors/accountant/the-lba-group-1fd27d4e3223/,"The LBA Group is an accounting, consulting and wealth advisory firm based in Jacksonville,; Florida. The LBA Group provides tax, audit, accounting, strategic consulting, litigation support, 
    financial planning and investment management services to businesses and individuals alike",,http://www.thelbagroup.com,,,,"501 Riverside Avenue, Suite 800, Jacksonville, 32202, FL",,,,+1 9043940835
"Strategic Business Alliance, LLC",Accountant,https://www.xero.com/advisors/accountant/strategic-business-alliance-llc-2e81215ca501/,"Strategic Business Alliance, LLC,  offers small business owners in Southern California outsourced/interim controller/CFO services, Accounting services, including bookkeeping and payroll.",,http://www.strategic-ba.com,,,,"6790 Embarcadero Lane, #100, Carlsbad, 92011, California","Strategic Business Alliance, LLC advisors: 10 - Xero certifications: 5",10,5,+1 7605731038
"Stevens, Sloan & Shah CPAs",Accountant,https://www.xero.com/advisors/accountant/stevens-sloan-shah-cpas-77d3c79d352f/,"Stevens, Sloan & Shah CPAs is a boutique accounting and consulting firm, specializing in farming, real estate, family businesses, estates and churches. Our CPAs and accountants provide estate planning, wealth building, tax consulting, strategic planning, and accounting services. Although we are based in Salinas and Monterey County, we serve businesses and individuals across California and the greater United States.","American Institute of CPAs, Association of Certified Fraud Examiners, California Society of CPAs",http://www.ssscpa.com,,,,"975 West Alisal Street, Suite D, Salinas, 93901, California","Stevens, Sloan & Shah CPAs advisors: 10 - Xero certifications: 5",10,5,+1 8314241734
"Neve Services, LLC",Accountant,https://www.xero.com/advisors/accountant/neve-services-llc-8fec7a81403d/,"Neve Services, LLC is a full-service accounting firm that uses secure cloud-based technology, allowing business owners real-time, transparent financial information at their fingertips. Clients rely on us for honest financial advice as they grow their business and ultimately their personal wealth. We work hard to understand your financial needs and provide a profitable strategic direction. Whether you are scaling your business, ensuring that your accounting processes and procedures are up to date, or adopting state-of-the-art technology to manage your business, we are here to assist. We find the best solutions to streamline your accounting needs so that you can be more productive, which saves you time and money. When you outsource your finance function with us, you get a whole finance team.",,http://www.neveservices.com/,,,,"4410 50th Avenue Northeast, Seattle, 98105, Washington","Neve Services, LLC advisors: 4 - Xero certifications: 5",4,5,+206 550-5121
Complete Business Accounting,Accountant,https://www.xero.com/advisors/accountant/complete-business-accounting-d8381b68d205/,"Complete Business Accounting is an outsourced accounting firm dedicated to maximizing financial performance and increasing profits for businesses. We leverage technology to provide a range of services, including bookkeeping, payroll integration, sales tax assistance, and financial analysis. Our strategic financial leadership offers expert advice on budgeting, forecasting, and risk management. Additionally, we provide comprehensive financial projects and custom solutions tailored to each business's unique needs. Our client specialization includes non-profits, service-based clients, and law firms, ensuring tailored solutions for diverse sectors. Partner with us to stay on top of your finances and make informed decisions.",,http://www.cbaccounting.net,,,,"8400 East Prentice Avenue, Suite 1300, Greenwood Village, 80111, Colorado",,,,+1 3036949631
Enterprise Business Services,Accountant,https://www.xero.com/advisors/accountant/enterprise-business-services-8cf58c1a0c69/,"We help you with your accounting and tax so you can focus on what you do best. ; We provide financial statements, financial analysis, budgeting/forecasting and business coaching services, We help you with tax planning and tax strategy.",,http://www.cpa-ebs.com,,,,,,,,
GPS CONTADOR,Accountant,https://www.xero.com/advisors/accountant/gps-contador-532f4217d7cf/,"Creacion de Empresas, Contabilidad, Impuestos, Sueldos y Asesoramiento Empresarial",,http://gpscontador.com/,,,,"2393 South Congress Avenue, Suite 210, Palm Springs, 33406, Florida",GPS CONTADOR advisors: 7 - Xero certifications: 5,7,5,+1 561-341-1582
"Balance Experts, Inc.",Accountant,https://www.xero.com/advisors/accountant/balance-experts-inc-ff3715d3e424/,"Balance Experts is not a typical accounting firm. We are progressive, innovative and passionate about what we do. We take care of more than just your numbers. We are committed to helping your business thrive and provide advise throughout the year, not just at tax time. By choosing us, you choose a partner who will care about your company as much as you do. When you are our client, expect meetings over coffee and plain language discussions about your business. We do all the number crunching geeky stuff behind the scenes and provide you with the insights that make sense.",,http://www.balanceexperts.com,https://www.facebook.com/balanceexperts/,https://www.twitter.com/alena_cpa,,,"Balance Experts, Inc. advisors: 3 - Xero certifications: 5",3,5,
Tax Office,Accountant,https://www.xero.com/advisors/accountant/tax-office-6cde79e1812b/,"At Tax Office, we offer a wide range of services to help individuals businesses with all of their financial needs. Our team of experienced professionals is dedicated to providing top-notch service and personalized attention to each and every client.",,tel:+1%205022755586,,,,"1863 Berry Boulevard, H&R Block, Louisville, 40215, Kentucky",Tax Office advisors: 12 - Xero certifications: 5,12,5,+1 5022755586
BPM LLP,Accountant,https://www.xero.com/advisors/accountant/bpm-llp-d58bbf1da852/,"BPM LLP is a full-service accounting and consulting firm deeply experienced in assurance, tax, and business consulting. We provide comprehensive financial and business services in accounting, consulting, and corporate and individual tax. BPM is proud to be a member of the Xero community.",,http://bpm.com,,,,"1 California Street, Suite 2500, San Francisco, 94111, California",,,,+1 4152886203
Intersect Capital LLC,Accountant,https://www.xero.com/advisors/accountant/intersect-capital-llc-1120ad9a5760/,"Intersect was created to facilitate an innovative combination of tools and resources designed to find new harmonies and possibilities in life. We provide you the expertise, range and depth of service that typical financial planning and family office doesn’t deliver. Our range of specialization in wealth management and family office, tax and estate planning, risk management, and concierge-style services is unique in the marketplace. And behind it is a network of connections, constructed and nurtured over many years of working with an elite set of clients, which reach across a spectrum of professional expertise.; 
    We believe you are the CEO of your own wealth. As CEO you must create the right business model and choose the right partners for success. Intersect is that model and that partner.",,https://www.intersectcapitalllc.com/,,,,"12657 Alcosta Boulevard, Suite 500, San Ramon, 94583, California",,,,
Exonia Consulting,Accountant,https://www.xero.com/advisors/accountant/exonia-consulting-ef4360d73926/,"Exonia are expert small business advisers that just happen to be a chartered accountancy practice too. We take pride in not being a stuffy LLP that does some voodoo with your books once a year and disappears with a large cheque - our approach is to integrate with your business on a day to day basis as much or as little as you want. ; 
    All the statutory boxes are ticked - annual accounts and corporation tax, as well as VAT, but we also include company secretarial services as standard for all our clients. 
    
    We advise our clients on procurement, intellectual property, risk management, capital structure, dividend distribution, valuations and our approach means we have a deep understanding of your business so can advise you all the better.","Chartered Institute of Management Accountants, CPA Canada",http://www.exoniaconsulting.com,https://www.facebook.com/exoniaconsulting/,https://www.twitter.com/ExoniaConsult,https://www.linkedin.com/company/exonia-consulting/,"27 Old Gloucester Street, London, WC1N 3AX, England",Exonia Consulting advisors: 6 - Xero certifications: 4,6,4,+44 02078461304
Nexus Square,Accountant,https://www.xero.com/advisors/accountant/nexus-square-66a4a0057ddf/,We founded Nexus Square to change the way accounting and back-office functions were handled. Our central premise is that a change in technology can completely transform the basic economics of a business. We go far beyond just keeping the books; we research and implement cloud-based software and relative add-ons that seamlessly integrate to provide the most efficient business operation.,American Institute of CPAs,http://www.nexussquare.com,,,,"14515 Valley View Avenue, Suite A, Santa Fe Springs, 90670, California",,,,+1 (562) 921 9300
"Hellam, Varon & Co. Inc. P.S.",Accountant,https://www.xero.com/advisors/accountant/hellam-varon-co-inc-ps-a31207a893c1/,"Hellam Varon unites the best of a full service CPA firm with the ease of tech savvy accounting systems. Whether you need the support of a virtual bookkeeper, controller or CFO or you require more of an a la carte menu of services, you can be confident in the information and insight we provide. We are committed to your financial well-being and giving you peace of mind with accurate, real-time data.","American Institute of CPAs, National Association of Enrolled Agents, Accountex Network",http://www.hellamvaron.com,http://facebook.com/HellamVaron,http://www.linkedin.com/in/jallenhvc,,,"Hellam, Varon & Co. Inc. P.S. advisors: 36 - Xero certifications: 4",36,4,
Colvin CPA PLLC,Accountant,https://www.xero.com/advisors/accountant/colvin-cpa-pllc-0f6989b3ebc6/,"Our top priority is delightful communication with you.; 
    We work with course creators, authors, keynote speakers, trainers, workshop leaders, coaches and consultants. We are experts in these industries and understand the unique challenges that innovative visionaries tackle.
    
    Choosing Colvin CPA means having a dedicated advocate on your journey to successfully sell your expertise. Go ahead, pursue your most audacious passion; we’re here to help with bookkeeping, payroll, reporting, tax filing and advising.",,http://www.colvincpa.com,,,,,Colvin CPA PLLC advisors: 4 - Xero certifications: 4,4,4,
"Himmelwright, Huguley & Boles, LLC",Accountant,https://www.xero.com/advisors/accountant/himmelwright-huguley-boles-llc-1f17b2c2f001/,"Himmelwright, Huguley & Boles is a local accounting firm serving clients nationally.  The firm’s team consists of Certified Public Accountants and Advisors equipped with vast industry experience to empower businesses, local governments and non-profit organizations.  Himmelwright, Huguely & Boles sets the bar by providing world class service and support.  By fostering collaborative working relationships, HHB adds value to its clients and works to ensure their success.  For more information visit their website at www.hhbfirm.com",,http://hhbfirm.com,,,,"2002 Yarbrough Drive, Opelika, 36801, Alabama",,,,+1 334-749-3449
RVirtualCFO Corporation,Accountant,https://www.xero.com/advisors/accountant/rvirtualcfo-corporation-8c2622f348a2/,"Cost savings, cashflow, a virtual environment, and technology have never been more important to businesses during these times. A one-man team to a business with a hundred employees can benefit from the services RVirtualCFO has to offer. We pride ourselves on taking a CFO level approach to every technology in a business back office that will tie together so we can help focus on the data that will help grow the business. Our team consists of CFO's, CPA's and Bookkeepers that can assist you in becoming more profitable and handling more growth.",,http://www.rvirtualcfo.com,https://www.facebook.com/RVirtualCFO/,https://www.linkedin.com/company/rvirtualcfo/,,"3701 Arco Corporate Drive, STE 450, Charlotte, 28273, North Carolina",,,,+1 5853508361
AEH Accounting,Accountant,https://www.xero.com/advisors/accountant/aeh-accounting-a188cada4c65/,"AEH was founded to help entrepreneurs succeed. Our team walks the walk of business owners and understands the importance of healthy financials. Your business will run better with clean books and strong financial systems.; 
    Using the most current cloud technologies, we build a scalable back office for entrepreneurs who want to focus on company growth rather than doing their own bookkeeping.",,http://www.aehaccounting.com,https://www.facebook.com/AEHAccounting,https://www.linkedin.com/company/aehaccounting,,"724 South High Street, Mount Orab, 45154, Ohio",AEH Accounting advisors: 10 - Xero certifications: 4,10,4,+1 513-341-6844
BooksTime,Accountant,https://www.xero.com/advisors/accountant/bookstime-046a9fd81926/,"BooksTime makes sure your numbers are 100% accurate so you can focus on growing your business.; 
    Get a dedicated, friendly bookkeeper who knows your specific industry. Your BooksTime bookkeeper is available on a daily basis to answer your questions. 
    
    We don’t just keep your financial data organized — we also help you use it. Your BooksTime bookkeeper helps you find ways to boost profitability. They give you easy-to-understand reports that help you track the metrics that matter most to you. Cash flow forecasts empower you to plan for the future. And when you need compelling reports for investors or lenders, we’ve got your back.
    
    Watch testimonials here: https://www.facebook.com/466334780220791/videos/799953580749388",,https://www.bookstime.com,https://www.facebook.com/BooksTimeInc,https://www.twitter.com/BooksTimeInc,https://www.linkedin.com/company/bookstime,,,,,
Accountable Solutions,Accountant,https://www.xero.com/advisors/accountant/accountable-solutions-e81d03fd5560/,"We get up every morning to positively impact families in business by making their businesses REALLY work so that we all make an even bigger impact together.  The rewards that brings allow our team to make small but powerful contributions to impact our local community, our country and the lives of those less fortunate around the world.",,http://DirectSellersTaxExpert.com,https://www.facebook.com/AccountableSolutions,https://www.twitter.com/DirectSellerTax,https://www.linkedin.com/in/tomnbass/,"3151 Airway Avenue, Suite F109, Costa Mesa, 92626, California",Accountable Solutions advisors: 8 - Xero certifications: 4,8,4,+800 2823127
"Holden Moss Knott & Company, P.A.",Accountant,https://www.xero.com/advisors/accountant/holden-moss-knott-company-pa-533231862a5b/,"While our background as CPAs enables us to provide traditional tax and accounting services, we realized many clients wanted help in running their businesses, not just accounting and tax preparation.  They wanted more ideas, problem-solving, and strategy. In response, we re-educated ourselves.  We are constantly on the lookout for resources that will help us help you run your business.",,http://www.holdenmoss.com,http://www.facebook.com/holdenmoss,https://www.twitter.com/holdenmosscpas,https://www.linkedin.com/company/holden-moss-knott-clark-&-copley-cpas/about/,"14091 Falls of Neuse Road, Raleigh, NC 27614, North State Bank Building, Suite 201, Wake Forest, 27587, North Carolina","Holden Moss Knott & Company, P.A. advisors: 22 - Xero certifications: 4",22,4,+1 919-435-5068
JF Bell Group/CPAs for Veterinarians,Accountant,https://www.xero.com/advisors/accountant/jf-bell-groupcpas-for-veterinarians-3ea7740e2dff/,"Helping veterinarians to start, manager and grow the practice of their dreams.",,http://www.cpasforveterinarians.com,https://www.facebook.com/cpasforveterinarians/,https://www.linkedin.com/company/cpas-for-veterinarians/,,"450 B Street, Idaho Falls, 83402, ID",JF Bell Group/CPAs for Veterinarians advisors: 5 - Xero certifications: 4,5,4,+1 2085299486
Above The Line Accounting LLC,Accountant,https://www.xero.com/advisors/accountant/above-the-line-accounting-llc-063ffeef435f/,"Originally based out of Dover, NH, Above the Line Accounting LLC delivers high-quality professional services in payroll, bookkeeping, taxes and business consultation. Whether your project is large or small, our experts will provide the resources and solutions you need to get the job done right. With an expert track record for consistency, timely service and diverse subject matter, our team makes even the most insurmountable tasks possible to overcome.",,https://www.abovetla.com/,https://www.facebook.com/AboveTheLineAccounting,https://www.twitter.com/AboveTLA,,"449 Forest Avenue, Suite 216, Portland, 04101, Maine",,,,+207 5367770
"PALM AND PINE CPA, PC",Accountant,https://www.xero.com/advisors/accountant/palm-and-pine-cpa-pc-8319a7870708/,"A modern Firm experience, focused on assisting small business owners with all their accounting and tax compliance needs.  Also specializing in advanced accounting and tax needs of real estate investors.",American Institute of CPAs,http://www.palmandpinecpa.com,https://www.facebook.com/PalmandPineCPA/,https://www.twitter.com/PalmandPineCPA,https://www.linkedin.com/company/palmandpinecpa,"1361 21st Avenue North, Suite 107, Myrtle Beach, 29577, South Carolina",,,,+1 855-725-6272
"Mills, Dayton & Company, P.C.",Accountant,https://www.xero.com/advisors/accountant/mills-dayton-company-pc-bb89b91dcb5a/,"We provide a wide range of services to individuals and businesses in a variety of industries. Our firm strives to meet each client's specific needs in planning for the future and achieving their goals in an ever-changing financial and regulatory environment. This has enabled us to gain strong proficiency in Xero-integrated software tools, such as Gusto, Receipt-Bank, and Bill.com; 
    Whether you are an individual or business in or around Culpeper and Fredericksburg, Mills, Dayton & Company, PC has years of valuable experience assisting professionals with their accounting needs.Our expertise ranges from basic tax management and accounting services to more in-depth services such as audits, financial statements, and financial planning.",American Institute of CPAs,http://www.millsdayton.com/,,,,"1955 Jefferson Davis Highway, Fredericksburg, 22401, Virginia",,,,+540 3737230
Warrior Business Services,Accountant,https://www.xero.com/advisors/accountant/warrior-business-services-12c8c79f4aa9/,"Warrior partners with family-owned businesses for their success by keeping numbers up regularly, every month and/or every week. Our process is desgined around leadership and client participation.  The great results open the opportunty to high quality planning and personalized advice all year long, and aims to close the door on unnecessary delays and tax problems frequently associated with lower quality alternatives.  For many reasons including security and spam, we avoid email and instead utilize a special secure communication channel with our clientele, so please give us a call today!",,http://www.warrrior.accountants,https://www.facebook.com/warrior.accountants,,,"501 East Brackenridge Street, Fort Wayne, 46802, Indiana",,,,+1 2604599998
GCA,Accountant,https://www.xero.com/advisors/accountant/gca-672a3a41dab4/,We are a financial advisory firm with more than 15 years of experience focused on supporting U.S. & Latin American based small to medium-sized businesses (SMBs) thrive through simple process management and great cloud-based software.,,http://gca.digital/,https://www.facebook.com/GCA-568517783170664,https://ve.linkedin.com/company/gca-360,,"Miami, Miami, Florida",,,,+1 786 5387649
Heyward CPA PLLC,Accountant,https://www.xero.com/advisors/accountant/heyward-cpa-pllc-bda86c489b0e/,We know our small business owners take pride in their business - and we do too - which is why we work hard to reduce your expenses and increase your productivity. We also take our knowledge in savings and translate that to reliable tax services to help our individual clients maximize income and minimize taxes.,American Institute of CPAs,http://www.heywardcpa.com,https://www.facebook.com/heywardcpa/,https://www.twitter.com/heywardcpa,https://www.linkedin.com/company/heywardcpa/,"2530 Meridian Parkway , Suite 300, Durham, 27713, NC",Heyward CPA PLLC advisors: 5 - Xero certifications: 3,5,3,+1 (919) 886-4829
Rayner CPA PLLC,Accountant,https://www.xero.com/advisors/accountant/rayner-cpa-pllc-ffc223b47917/,"Rayner CPA PLLC is full service accounting and tax firm that helps make the entire financial process easy and pain-free. We speak Main Street! We use the latest cloud technology and 3rd party apps. We believe in letting you do what you do best, growing your business, while we handle the admin and financial and tax aspects. We  make taxes less taxing! Let us be your trusted adviser today.",,http://www.raynercpa.com,,,,"276 5th Avenue, Manhattan, Suite 704, New York, 10001",,,,+1 646-448-8689
Voktech,Accountant,https://www.xero.com/advisors/accountant/voktech-389a97004ed4/,"Voktech is a leading Business Information Solutions Company dedicated to optimizing businesses. As a trusted Microsoft and Google partner, we bring efficiency to companies by analyzing their needs and streamlining their processes and with smart technology. ; 
    Founded in 2013, our network of teams and offices spans 4 continents. We’re on a global  mission to raise awareness about how to enact fast, reliable solutions that allow businesses to perform at their peak. Our IT whizzes understand how to implement high-end technologies to save time, lower communication barriers, increase profits, and add value and flexibility to the entire business. 
    
    We’re looking forward to joining forces with more companies to tackle new challenges and foster comprehensive innovation.",,http://www.voktech.com/xba,,,,"Salwa Road, Fereej Bin Mahmoud, 5th Floor 518 , Doha",,,,+974 44440818
"Unalp CPA Group, Inc.",Accountant,https://www.xero.com/advisors/accountant/unalp-cpa-group-inc-5ce17a39ca3e/,"Unalp CPA Group, Inc. is not your typical CPA firm. We are a unique and innovative firm who specializes in the accounting needs of startups and small businesses. Our professional practices allow for better financial information to your management and often times we are the most cost-effective choice for a small business. We serve the professional services niche, nonprofits, healthcare, and e-commerce.","American Institute of CPAs, California Society of CPAs",http://www.unalpcpa.com,https://www.twitter.com/unalpacctgsvcs,https://www.linkedin.com/in/jeffrey-unalp-2930012,,,,,,
"ACT Professional Services, Inc",Accountant,https://www.xero.com/advisors/accountant/act-professional-services-inc-e8bdc285e6e2/,"Specializing in the needs of small businesses, we are a one stop shop. Payroll, Bookkeeping, Tax returns, and MUCH MORE, we do it all. We help our clients not only keep up to date with their books, but help understand the what and why's that go into taking care of the office/bookkeeping work. We strive to work with you, not just give document requests or tasks to complete.","American Institute of Professional Bookkeepers, National Association of Enrolled Agents, National Association of Tax Professionals",http://www.localtaxguy.com,,,,"320 West Saint Charles Road, Villa Park, 60181, Illinois","ACT Professional Services, Inc advisors: 4 - Xero certifications: 3",4,3,+1 6307660110
Hui Malama Advisors LLC,Accountant,https://www.xero.com/advisors/accountant/hui-malama-advisors-llc-7fe15d419afc/,"We provide both individual and business services including, but not limited to tax return preparation, virtual CFO services, and business consulting. Offering tax and accounting compliance work to protect you.; 
    Our member firms also provide financial planning, financial advising, life coaching and fianancial coaching.",American Institute of CPAs,http://www.huiadvisors.com,https://www.twitter.com/huiadvisors,,,,Hui Malama Advisors LLC advisors: 1 - Xero certifications: 3,1,3,
"ANJUDI3, LLC",Accountant,https://www.xero.com/advisors/accountant/anjudi3-llc-0f4608a4bdb7/,"Bookkeeping and accounting services - Focused on Brewery, Winery, and Distillery businesses and Realty. We help you track and analyze your cash flow!  We can help you integrate your financials to your on-line store and can manage your payroll.  We can help you grow your business with happy customers and to allow you to focus on the science and art of your jobs!  Do more of what you love to do!   Integration of software you already use to your financials is key!  We can help you make those integrations and workflows enhance your business.",,http://www.anjudi3.com,http://anjudi3.com,http://linkedin.com/in/beckyhesson,,"9101 Westminster Glen Avenue, Austin, 78730, Texas",,,,+1 512.422.9935
Leatherman Inc,Accountant,https://www.xero.com/advisors/accountant/leatherman-inc-b0d5e2182fb6/,"Bookkeeping, Payroll, Sales & Use Tax, IRS Representation, Tax Preparation, Tax Planning and much more!","National Association of Enrolled Agents, National Association of Tax Professionals",https://www.leathermaninctx.com/,,,,"3601 Northeast Loop 820, Suite 109, Fort Worth, 76137, Texas",Leatherman Inc advisors: 20 - Xero certifications: 3,20,3,+1 8172321525
"Avizo Group, Inc.",Accountant,https://www.xero.com/advisors/accountant/avizo-group-inc-510342fe9eec/,"You are in business to pursue your passion. Unless you are an accountant, it is not keeping the books. Avizo Group collaborates, in real-time, with you allowing us to be your financial expert. Our professionals provide transactional services, financial reporting and strategic business consulting giving your business a team of experts to help you pursue your passion!",Boomer Technology Circles,http://www.avizogroup.com,,,,"806 North Section Street, Fairhope, 36532, Alabama",,,,+1 251.928.2443
EBCFO LLC,Accountant,https://www.xero.com/advisors/accountant/ebcfo-llc-da46f19084ee/,"You are busy running your business, but you really want to create and grow, not focus on the daily operational grind.  That's where we come in.  EBCFO is a virtual CFO firm that helps tech companies, non-profits and product companies at all stages by offering bookkeeping, cash flow management, payroll services and CFO services.  ; 
    We make sense of the numbers so you can focus on what you love.",,http://www.ebcfo.com,https://www.facebook.com/ebcfo,https://www.twitter.com/ebcfo,https://www.linkedin.com/company/1460631/,"5550 Tech Center Drive, #203, Colorado Springs, 80919, Colorado",,,,+1 8163928425
Block Advisors,Accountant,https://www.xero.com/advisors/accountant/block-advisors-92c3f51e4196/,Block Advisors is an H&R Block brand that redefined the tax preparation experience for individuals and small businesses with complex tax and business service needs. We assist our clients in reaching their financial goals year-round.,,http://www.blockadvisors.com,,,,"9037 U.S. 19, Port Richey, 34668, Florida",,,,+1 (727) 849-1040
Jeffery Davidson & Associates,Accountant,https://www.xero.com/advisors/accountant/jeffery-davidson-associates-e41fcd56286d/,"We are certified public accountants who work with small businesses and individuals to help them reach their financial goals. ; We work extensively with clients in the real estate, construction, agribusiness and energy industries.We also have many clients that we assist with international accounting and taxation issues.
    
    We are also at work in our community, assisting non-profits with their accounting needs.",American Institute of CPAs,http://www.davidson-cpa.com,https://www.facebook.com/CPADavidson/,https://www.twitter.com/CPADavidson,https://www.linkedin.com/company/cpadavidson/,"131 Brooks Street, Suite 300, Sugar Land, 77478, Texas",Jeffery Davidson & Associates advisors: 4 - Xero certifications: 3,4,3,+1 281-238-4442
